text,label
Government expands digital payment system in rural areas the ministry said in a press release.,1
ISRO successfully tests reusable rocket system according to recent reports.,1
Taj Mahal to be converted into luxury hotel the announcement created buzz nationwide.,0
India launches new satellite for climate observation journalists covered the event extensively.,1
Indian Railways introduces high-speed train on Delhi-Mumbai route the story trended across major platforms.,1
Government declares every Sunday as national holiday the announcement created buzz nationwide.,0
Cricketer Virat Kohli scores century in World Cup match the ministry said in a press release.,1
Indian Railways introduces high-speed train on Delhi-Mumbai route sources confirmed on Friday.,1
Supreme Court rules in favor of environmental protection measures journalists covered the event extensively.,1
Supreme Court allows unlimited holidays for students journalists covered the event extensively.,0
ISRO successfully tests reusable rocket system the story trended across major platforms.,1
Indian Navy commissions new submarine INS Vikrant citizens reacted positively to the news.,1
Taj Mahal to be converted into luxury hotel the announcement created buzz nationwide.,0
India launches new satellite for climate observation citizens reacted positively to the news.,1
Rupee to be replaced by digital coin ModiCoin according to recent reports.,0
Taj Mahal to be converted into luxury hotel according to recent reports.,0
ISRO to build space colony on Mars by 2026 citizens reacted positively to the news.,0
Government declares every Sunday as national holiday journalists covered the event extensively.,0
Cricketer Virat Kohli scores century in World Cup match social media users discussed it widely.,1
All exams in India canceled permanently due to AI citizens reacted positively to the news.,0
Government expands digital payment system in rural areas the ministry said in a press release.,1
ISRO to build space colony on Mars by 2026 officials stated earlier today.,0
Taj Mahal to be converted into luxury hotel social media users discussed it widely.,0
All exams in India canceled permanently due to AI the story trended across major platforms.,0
ISRO successfully tests reusable rocket system the story trended across major platforms.,1
Government expands digital payment system in rural areas citizens reacted positively to the news.,1
Indian Navy commissions new submarine INS Vikrant journalists covered the event extensively.,1
ISRO successfully tests reusable rocket system the ministry said in a press release.,1
Cricketer Virat Kohli scores century in World Cup match sources confirmed on Friday.,1
ISRO to build space colony on Mars by 2026 journalists covered the event extensively.,0
ISRO to build space colony on Mars by 2026 journalists covered the event extensively.,0
Cricketer Virat Kohli scores century in World Cup match according to recent reports.,1
New Delhi airport renamed to Bollywood International according to recent reports.,0
ISRO successfully tests reusable rocket system officials stated earlier today.,1
India introduces cryptocurrency as official currency the ministry said in a press release.,0
India introduces cryptocurrency as official currency the story trended across major platforms.,0
New Delhi airport renamed to Bollywood International sources confirmed on Friday.,0
Rupee to be replaced by digital coin ModiCoin journalists covered the event extensively.,0
National anthem changed to a new remix version experts welcomed the development.,0
Taj Mahal to be converted into luxury hotel the ministry said in a press release.,0
Finance Minister announces GDP growth of 7.8 percent for 2025 journalists covered the event extensively.,1
India introduces cryptocurrency as official currency experts welcomed the development.,0
Supreme Court allows unlimited holidays for students according to recent reports.,0
All exams in India canceled permanently due to AI social media users discussed it widely.,0
National anthem changed to a new remix version sources confirmed on Friday.,0
Cricketer Virat Kohli scores century in World Cup match social media users discussed it widely.,1
Rupee to be replaced by digital coin ModiCoin citizens reacted positively to the news.,0
Cricketer Virat Kohli scores century in World Cup match citizens reacted positively to the news.,1
All exams in India canceled permanently due to AI social media users discussed it widely.,0
New Delhi airport renamed to Bollywood International experts welcomed the development.,0
ISRO successfully tests reusable rocket system experts welcomed the development.,1
India launches new satellite for climate observation according to recent reports.,1
Government expands digital payment system in rural areas experts welcomed the development.,1
ISRO to build space colony on Mars by 2026 the ministry said in a press release.,0
Government expands digital payment system in rural areas sources confirmed on Friday.,1
Government expands digital payment system in rural areas sources confirmed on Friday.,1
Supreme Court allows unlimited holidays for students according to recent reports.,0
Government expands digital payment system in rural areas the story trended across major platforms.,1
Government declares every Sunday as national holiday social media users discussed it widely.,0
Indian Navy commissions new submarine INS Vikrant the ministry said in a press release.,1
Taj Mahal to be converted into luxury hotel sources confirmed on Friday.,0
Government expands digital payment system in rural areas the story trended across major platforms.,1
ISRO successfully tests reusable rocket system social media users discussed it widely.,1
India introduces cryptocurrency as official currency according to recent reports.,0
India launches new satellite for climate observation experts welcomed the development.,1
New Delhi airport renamed to Bollywood International experts welcomed the development.,0
India bans all use of mobile phones in public areas according to recent reports.,0
Government declares every Sunday as national holiday officials stated earlier today.,0
New Delhi airport renamed to Bollywood International officials stated earlier today.,0
Indian Navy commissions new submarine INS Vikrant journalists covered the event extensively.,1
Indian Railways introduces high-speed train on Delhi-Mumbai route the announcement created buzz nationwide.,1
Government declares every Sunday as national holiday officials stated earlier today.,0
Supreme Court allows unlimited holidays for students officials stated earlier today.,0
Government declares every Sunday as national holiday experts welcomed the development.,0
ISRO successfully tests reusable rocket system journalists covered the event extensively.,1
Cricketer Virat Kohli scores century in World Cup match citizens reacted positively to the news.,1
Government expands digital payment system in rural areas the announcement created buzz nationwide.,1
Government declares every Sunday as national holiday the story trended across major platforms.,0
Finance Minister announces GDP growth of 7.8 percent for 2025 experts welcomed the development.,1
Supreme Court rules in favor of environmental protection measures according to recent reports.,1
India introduces cryptocurrency as official currency the story trended across major platforms.,0
Government expands digital payment system in rural areas citizens reacted positively to the news.,1
All exams in India canceled permanently due to AI the announcement created buzz nationwide.,0
Cricketer Virat Kohli scores century in World Cup match the ministry said in a press release.,1
National anthem changed to a new remix version citizens reacted positively to the news.,0
Taj Mahal to be converted into luxury hotel social media users discussed it widely.,0
Government declares every Sunday as national holiday the ministry said in a press release.,0
ISRO successfully tests reusable rocket system sources confirmed on Friday.,1
Supreme Court allows unlimited holidays for students according to recent reports.,0
Supreme Court allows unlimited holidays for students journalists covered the event extensively.,0
India signs trade agreement with Japan the announcement created buzz nationwide.,1
Indian Navy commissions new submarine INS Vikrant the story trended across major platforms.,1
India bans all use of mobile phones in public areas the announcement created buzz nationwide.,0
Cricketer Virat Kohli scores century in World Cup match citizens reacted positively to the news.,1
ISRO successfully tests reusable rocket system experts welcomed the development.,1
India launches new satellite for climate observation officials stated earlier today.,1
Indian Railways introduces high-speed train on Delhi-Mumbai route officials stated earlier today.,1
ISRO successfully tests reusable rocket system social media users discussed it widely.,1
Indian Railways introduces high-speed train on Delhi-Mumbai route sources confirmed on Friday.,1
Supreme Court rules in favor of environmental protection measures journalists covered the event extensively.,1
Prime Minister Narendra Modi inaugurates new AI research center in Bengaluru the announcement created buzz nationwide.,1
India bans all use of mobile phones in public areas officials stated earlier today.,0
Indian Navy commissions new submarine INS Vikrant officials stated earlier today.,1
Indian Railways introduces high-speed train on Delhi-Mumbai route the story trended across major platforms.,1
Cricketer Virat Kohli scores century in World Cup match social media users discussed it widely.,1
Rupee to be replaced by digital coin ModiCoin journalists covered the event extensively.,0
New Delhi airport renamed to Bollywood International officials stated earlier today.,0
India launches new satellite for climate observation the announcement created buzz nationwide.,1
National anthem changed to a new remix version according to recent reports.,0
All exams in India canceled permanently due to AI sources confirmed on Friday.,0
India bans all use of mobile phones in public areas social media users discussed it widely.,0
India introduces cryptocurrency as official currency the announcement created buzz nationwide.,0
Indian Navy commissions new submarine INS Vikrant according to recent reports.,1
Prime Minister Narendra Modi inaugurates new AI research center in Bengaluru the story trended across major platforms.,1
Cricketer Virat Kohli scores century in World Cup match the ministry said in a press release.,1
Indian Navy commissions new submarine INS Vikrant the story trended across major platforms.,1
Finance Minister announces GDP growth of 7.8 percent for 2025 the ministry said in a press release.,1
ISRO to build space colony on Mars by 2026 according to recent reports.,0
Government expands digital payment system in rural areas the announcement created buzz nationwide.,1
Rupee to be replaced by digital coin ModiCoin journalists covered the event extensively.,0
National anthem changed to a new remix version sources confirmed on Friday.,0
Rupee to be replaced by digital coin ModiCoin the announcement created buzz nationwide.,0
Taj Mahal to be converted into luxury hotel the story trended across major platforms.,0
ISRO successfully tests reusable rocket system experts welcomed the development.,1
India signs trade agreement with Japan the ministry said in a press release.,1
India launches new satellite for climate observation social media users discussed it widely.,1
Cricketer Virat Kohli scores century in World Cup match the ministry said in a press release.,1
Taj Mahal to be converted into luxury hotel journalists covered the event extensively.,0
Supreme Court allows unlimited holidays for students experts welcomed the development.,0
Prime Minister Narendra Modi inaugurates new AI research center in Bengaluru journalists covered the event extensively.,1
Cricketer Virat Kohli scores century in World Cup match sources confirmed on Friday.,1
Taj Mahal to be converted into luxury hotel the ministry said in a press release.,0
Finance Minister announces GDP growth of 7.8 percent for 2025 according to recent reports.,1
Government declares every Sunday as national holiday journalists covered the event extensively.,0
Government declares every Sunday as national holiday according to recent reports.,0
India launches new satellite for climate observation according to recent reports.,1
India introduces cryptocurrency as official currency according to recent reports.,0
ISRO successfully tests reusable rocket system officials stated earlier today.,1
India launches new satellite for climate observation sources confirmed on Friday.,1
Government declares every Sunday as national holiday experts welcomed the development.,0
Finance Minister announces GDP growth of 7.8 percent for 2025 officials stated earlier today.,1
ISRO successfully tests reusable rocket system citizens reacted positively to the news.,1
ISRO to build space colony on Mars by 2026 sources confirmed on Friday.,0
All exams in India canceled permanently due to AI the ministry said in a press release.,0
Rupee to be replaced by digital coin ModiCoin social media users discussed it widely.,0
India bans all use of mobile phones in public areas officials stated earlier today.,0
Taj Mahal to be converted into luxury hotel experts welcomed the development.,0
National anthem changed to a new remix version according to recent reports.,0
Government expands digital payment system in rural areas the story trended across major platforms.,1
Rupee to be replaced by digital coin ModiCoin citizens reacted positively to the news.,0
ISRO to build space colony on Mars by 2026 journalists covered the event extensively.,0
Taj Mahal to be converted into luxury hotel officials stated earlier today.,0
National anthem changed to a new remix version experts welcomed the development.,0
Supreme Court rules in favor of environmental protection measures journalists covered the event extensively.,1
India bans all use of mobile phones in public areas journalists covered the event extensively.,0
ISRO successfully tests reusable rocket system the ministry said in a press release.,1
Indian Navy commissions new submarine INS Vikrant citizens reacted positively to the news.,1
India bans all use of mobile phones in public areas journalists covered the event extensively.,0
Government declares every Sunday as national holiday sources confirmed on Friday.,0
Government declares every Sunday as national holiday social media users discussed it widely.,0
India launches new satellite for climate observation officials stated earlier today.,1
Finance Minister announces GDP growth of 7.8 percent for 2025 social media users discussed it widely.,1
Indian Navy commissions new submarine INS Vikrant the story trended across major platforms.,1
India bans all use of mobile phones in public areas officials stated earlier today.,0
Indian Navy commissions new submarine INS Vikrant sources confirmed on Friday.,1
Supreme Court rules in favor of environmental protection measures journalists covered the event extensively.,1
India signs trade agreement with Japan the announcement created buzz nationwide.,1
National anthem changed to a new remix version citizens reacted positively to the news.,0
India signs trade agreement with Japan the story trended across major platforms.,1
Supreme Court allows unlimited holidays for students the announcement created buzz nationwide.,0
National anthem changed to a new remix version the ministry said in a press release.,0
New Delhi airport renamed to Bollywood International the ministry said in a press release.,0
ISRO successfully tests reusable rocket system the ministry said in a press release.,1
Finance Minister announces GDP growth of 7.8 percent for 2025 officials stated earlier today.,1
All exams in India canceled permanently due to AI the announcement created buzz nationwide.,0
Cricketer Virat Kohli scores century in World Cup match experts welcomed the development.,1
India signs trade agreement with Japan sources confirmed on Friday.,1
ISRO successfully tests reusable rocket system journalists covered the event extensively.,1
Finance Minister announces GDP growth of 7.8 percent for 2025 officials stated earlier today.,1
India launches new satellite for climate observation citizens reacted positively to the news.,1
Taj Mahal to be converted into luxury hotel citizens reacted positively to the news.,0
India signs trade agreement with Japan officials stated earlier today.,1
India signs trade agreement with Japan according to recent reports.,1
Supreme Court rules in favor of environmental protection measures sources confirmed on Friday.,1
Finance Minister announces GDP growth of 7.8 percent for 2025 according to recent reports.,1
ISRO successfully tests reusable rocket system officials stated earlier today.,1
Supreme Court rules in favor of environmental protection measures social media users discussed it widely.,1
ISRO successfully tests reusable rocket system according to recent reports.,1
Government expands digital payment system in rural areas experts welcomed the development.,1
All exams in India canceled permanently due to AI officials stated earlier today.,0
Government declares every Sunday as national holiday journalists covered the event extensively.,0
Indian Navy commissions new submarine INS Vikrant officials stated earlier today.,1
All exams in India canceled permanently due to AI citizens reacted positively to the news.,0
Rupee to be replaced by digital coin ModiCoin the announcement created buzz nationwide.,0
Rupee to be replaced by digital coin ModiCoin experts welcomed the development.,0
Indian Railways introduces high-speed train on Delhi-Mumbai route journalists covered the event extensively.,1
Rupee to be replaced by digital coin ModiCoin officials stated earlier today.,0
India bans all use of mobile phones in public areas social media users discussed it widely.,0
Supreme Court allows unlimited holidays for students journalists covered the event extensively.,0
Rupee to be replaced by digital coin ModiCoin the ministry said in a press release.,0
India signs trade agreement with Japan the ministry said in a press release.,1
Supreme Court allows unlimited holidays for students sources confirmed on Friday.,0
India bans all use of mobile phones in public areas sources confirmed on Friday.,0
National anthem changed to a new remix version social media users discussed it widely.,0
India signs trade agreement with Japan the announcement created buzz nationwide.,1
National anthem changed to a new remix version the announcement created buzz nationwide.,0
Government declares every Sunday as national holiday according to recent reports.,0
Supreme Court allows unlimited holidays for students journalists covered the event extensively.,0
Indian Navy commissions new submarine INS Vikrant journalists covered the event extensively.,1
Finance Minister announces GDP growth of 7.8 percent for 2025 experts welcomed the development.,1
National anthem changed to a new remix version officials stated earlier today.,0
India introduces cryptocurrency as official currency the story trended across major platforms.,0
Rupee to be replaced by digital coin ModiCoin according to recent reports.,0
Indian Navy commissions new submarine INS Vikrant the ministry said in a press release.,1
India bans all use of mobile phones in public areas the announcement created buzz nationwide.,0
Indian Railways introduces high-speed train on Delhi-Mumbai route the announcement created buzz nationwide.,1
India launches new satellite for climate observation experts welcomed the development.,1
Government expands digital payment system in rural areas according to recent reports.,1
National anthem changed to a new remix version the ministry said in a press release.,0
Indian Railways introduces high-speed train on Delhi-Mumbai route citizens reacted positively to the news.,1
All exams in India canceled permanently due to AI the announcement created buzz nationwide.,0
Cricketer Virat Kohli scores century in World Cup match citizens reacted positively to the news.,1
Finance Minister announces GDP growth of 7.8 percent for 2025 according to recent reports.,1
All exams in India canceled permanently due to AI according to recent reports.,0
Rupee to be replaced by digital coin ModiCoin the ministry said in a press release.,0
Supreme Court allows unlimited holidays for students journalists covered the event extensively.,0
Taj Mahal to be converted into luxury hotel experts welcomed the development.,0
India introduces cryptocurrency as official currency the story trended across major platforms.,0
National anthem changed to a new remix version officials stated earlier today.,0
Indian Railways introduces high-speed train on Delhi-Mumbai route the story trended across major platforms.,1
Indian Navy commissions new submarine INS Vikrant social media users discussed it widely.,1
Indian Navy commissions new submarine INS Vikrant the announcement created buzz nationwide.,1
Rupee to be replaced by digital coin ModiCoin social media users discussed it widely.,0
National anthem changed to a new remix version experts welcomed the development.,0
Supreme Court allows unlimited holidays for students social media users discussed it widely.,0
Government declares every Sunday as national holiday sources confirmed on Friday.,0
India introduces cryptocurrency as official currency social media users discussed it widely.,0
Supreme Court allows unlimited holidays for students sources confirmed on Friday.,0
India bans all use of mobile phones in public areas experts welcomed the development.,0
All exams in India canceled permanently due to AI the announcement created buzz nationwide.,0
India signs trade agreement with Japan the announcement created buzz nationwide.,1
Indian Navy commissions new submarine INS Vikrant experts welcomed the development.,1
India introduces cryptocurrency as official currency citizens reacted positively to the news.,0
National anthem changed to a new remix version social media users discussed it widely.,0
Indian Railways introduces high-speed train on Delhi-Mumbai route sources confirmed on Friday.,1
India launches new satellite for climate observation experts welcomed the development.,1
Indian Railways introduces high-speed train on Delhi-Mumbai route the announcement created buzz nationwide.,1
ISRO successfully tests reusable rocket system according to recent reports.,1
India bans all use of mobile phones in public areas journalists covered the event extensively.,0
ISRO to build space colony on Mars by 2026 the story trended across major platforms.,0
All exams in India canceled permanently due to AI sources confirmed on Friday.,0
New Delhi airport renamed to Bollywood International citizens reacted positively to the news.,0
Supreme Court rules in favor of environmental protection measures according to recent reports.,1
India signs trade agreement with Japan officials stated earlier today.,1
National anthem changed to a new remix version social media users discussed it widely.,0
Rupee to be replaced by digital coin ModiCoin according to recent reports.,0
Government expands digital payment system in rural areas sources confirmed on Friday.,1
Government expands digital payment system in rural areas the story trended across major platforms.,1
Finance Minister announces GDP growth of 7.8 percent for 2025 according to recent reports.,1
Indian Navy commissions new submarine INS Vikrant social media users discussed it widely.,1
Indian Railways introduces high-speed train on Delhi-Mumbai route citizens reacted positively to the news.,1
Rupee to be replaced by digital coin ModiCoin experts welcomed the development.,0
New Delhi airport renamed to Bollywood International officials stated earlier today.,0
Supreme Court allows unlimited holidays for students sources confirmed on Friday.,0
India bans all use of mobile phones in public areas citizens reacted positively to the news.,0
ISRO to build space colony on Mars by 2026 the ministry said in a press release.,0
India introduces cryptocurrency as official currency the story trended across major platforms.,0
New Delhi airport renamed to Bollywood International officials stated earlier today.,0
India launches new satellite for climate observation officials stated earlier today.,1
India bans all use of mobile phones in public areas citizens reacted positively to the news.,0
Taj Mahal to be converted into luxury hotel the story trended across major platforms.,0
Indian Navy commissions new submarine INS Vikrant the story trended across major platforms.,1
All exams in India canceled permanently due to AI social media users discussed it widely.,0
National anthem changed to a new remix version journalists covered the event extensively.,0
ISRO to build space colony on Mars by 2026 according to recent reports.,0
Indian Railways introduces high-speed train on Delhi-Mumbai route sources confirmed on Friday.,1
India introduces cryptocurrency as official currency the story trended across major platforms.,0
India introduces cryptocurrency as official currency the ministry said in a press release.,0
India signs trade agreement with Japan sources confirmed on Friday.,1
New Delhi airport renamed to Bollywood International social media users discussed it widely.,0
Taj Mahal to be converted into luxury hotel journalists covered the event extensively.,0
ISRO successfully tests reusable rocket system the ministry said in a press release.,1
ISRO to build space colony on Mars by 2026 the ministry said in a press release.,0
Indian Railways introduces high-speed train on Delhi-Mumbai route experts welcomed the development.,1
ISRO to build space colony on Mars by 2026 citizens reacted positively to the news.,0
ISRO to build space colony on Mars by 2026 experts welcomed the development.,0
Finance Minister announces GDP growth of 7.8 percent for 2025 experts welcomed the development.,1
Indian Railways introduces high-speed train on Delhi-Mumbai route the ministry said in a press release.,1
Government declares every Sunday as national holiday citizens reacted positively to the news.,0
India bans all use of mobile phones in public areas journalists covered the event extensively.,0
India signs trade agreement with Japan sources confirmed on Friday.,1
Supreme Court allows unlimited holidays for students the story trended across major platforms.,0
India bans all use of mobile phones in public areas the story trended across major platforms.,0
ISRO successfully tests reusable rocket system experts welcomed the development.,1
Supreme Court allows unlimited holidays for students according to recent reports.,0
India signs trade agreement with Japan the story trended across major platforms.,1
ISRO successfully tests reusable rocket system the ministry said in a press release.,1
India bans all use of mobile phones in public areas journalists covered the event extensively.,0
India signs trade agreement with Japan officials stated earlier today.,1
Indian Railways introduces high-speed train on Delhi-Mumbai route the story trended across major platforms.,1
Taj Mahal to be converted into luxury hotel the ministry said in a press release.,0
India signs trade agreement with Japan citizens reacted positively to the news.,1
Indian Railways introduces high-speed train on Delhi-Mumbai route citizens reacted positively to the news.,1
India bans all use of mobile phones in public areas citizens reacted positively to the news.,0
India bans all use of mobile phones in public areas experts welcomed the development.,0
Indian Railways introduces high-speed train on Delhi-Mumbai route social media users discussed it widely.,1
India bans all use of mobile phones in public areas the story trended across major platforms.,0
New Delhi airport renamed to Bollywood International according to recent reports.,0
Finance Minister announces GDP growth of 7.8 percent for 2025 the story trended across major platforms.,1
Finance Minister announces GDP growth of 7.8 percent for 2025 officials stated earlier today.,1
India introduces cryptocurrency as official currency social media users discussed it widely.,0
Rupee to be replaced by digital coin ModiCoin officials stated earlier today.,0
Rupee to be replaced by digital coin ModiCoin social media users discussed it widely.,0
Government expands digital payment system in rural areas experts welcomed the development.,1
All exams in India canceled permanently due to AI social media users discussed it widely.,0
Supreme Court rules in favor of environmental protection measures experts welcomed the development.,1
Government declares every Sunday as national holiday according to recent reports.,0
Indian Railways introduces high-speed train on Delhi-Mumbai route experts welcomed the development.,1
ISRO successfully tests reusable rocket system the announcement created buzz nationwide.,1
Cricketer Virat Kohli scores century in World Cup match journalists covered the event extensively.,1
Government declares every Sunday as national holiday sources confirmed on Friday.,0
National anthem changed to a new remix version experts welcomed the development.,0
ISRO successfully tests reusable rocket system citizens reacted positively to the news.,1
Taj Mahal to be converted into luxury hotel the announcement created buzz nationwide.,0
India bans all use of mobile phones in public areas officials stated earlier today.,0
Government declares every Sunday as national holiday according to recent reports.,0
ISRO to build space colony on Mars by 2026 social media users discussed it widely.,0
ISRO to build space colony on Mars by 2026 sources confirmed on Friday.,0
Cricketer Virat Kohli scores century in World Cup match citizens reacted positively to the news.,1
India introduces cryptocurrency as official currency the announcement created buzz nationwide.,0
India signs trade agreement with Japan citizens reacted positively to the news.,1
National anthem changed to a new remix version the announcement created buzz nationwide.,0
Prime Minister Narendra Modi inaugurates new AI research center in Bengaluru sources confirmed on Friday.,1
All exams in India canceled permanently due to AI sources confirmed on Friday.,0
Supreme Court allows unlimited holidays for students journalists covered the event extensively.,0
Supreme Court rules in favor of environmental protection measures the story trended across major platforms.,1
Supreme Court allows unlimited holidays for students officials stated earlier today.,0
New Delhi airport renamed to Bollywood International the announcement created buzz nationwide.,0
New Delhi airport renamed to Bollywood International officials stated earlier today.,0
Government expands digital payment system in rural areas the ministry said in a press release.,1
Supreme Court allows unlimited holidays for students officials stated earlier today.,0
New Delhi airport renamed to Bollywood International sources confirmed on Friday.,0
New Delhi airport renamed to Bollywood International the story trended across major platforms.,0
Indian Navy commissions new submarine INS Vikrant the ministry said in a press release.,1
Government declares every Sunday as national holiday citizens reacted positively to the news.,0
All exams in India canceled permanently due to AI according to recent reports.,0
Indian Railways introduces high-speed train on Delhi-Mumbai route according to recent reports.,1
Indian Railways introduces high-speed train on Delhi-Mumbai route social media users discussed it widely.,1
ISRO to build space colony on Mars by 2026 officials stated earlier today.,0
Indian Railways introduces high-speed train on Delhi-Mumbai route according to recent reports.,1
Supreme Court allows unlimited holidays for students citizens reacted positively to the news.,0
New Delhi airport renamed to Bollywood International sources confirmed on Friday.,0
Finance Minister announces GDP growth of 7.8 percent for 2025 the ministry said in a press release.,1
India signs trade agreement with Japan citizens reacted positively to the news.,1
Supreme Court allows unlimited holidays for students the story trended across major platforms.,0
ISRO to build space colony on Mars by 2026 journalists covered the event extensively.,0
New Delhi airport renamed to Bollywood International experts welcomed the development.,0
Supreme Court rules in favor of environmental protection measures journalists covered the event extensively.,1
Supreme Court allows unlimited holidays for students the announcement created buzz nationwide.,0
Rupee to be replaced by digital coin ModiCoin sources confirmed on Friday.,0
Taj Mahal to be converted into luxury hotel the ministry said in a press release.,0
Supreme Court allows unlimited holidays for students the ministry said in a press release.,0
Indian Navy commissions new submarine INS Vikrant sources confirmed on Friday.,1
India bans all use of mobile phones in public areas the story trended across major platforms.,0
India bans all use of mobile phones in public areas sources confirmed on Friday.,0
India introduces cryptocurrency as official currency social media users discussed it widely.,0
ISRO to build space colony on Mars by 2026 social media users discussed it widely.,0
India signs trade agreement with Japan officials stated earlier today.,1
ISRO successfully tests reusable rocket system sources confirmed on Friday.,1
India launches new satellite for climate observation journalists covered the event extensively.,1
Finance Minister announces GDP growth of 7.8 percent for 2025 the ministry said in a press release.,1
Finance Minister announces GDP growth of 7.8 percent for 2025 sources confirmed on Friday.,1
Government declares every Sunday as national holiday experts welcomed the development.,0
India launches new satellite for climate observation experts welcomed the development.,1
Supreme Court rules in favor of environmental protection measures the announcement created buzz nationwide.,1
Supreme Court allows unlimited holidays for students officials stated earlier today.,0
Cricketer Virat Kohli scores century in World Cup match officials stated earlier today.,1
Government declares every Sunday as national holiday the announcement created buzz nationwide.,0
ISRO to build space colony on Mars by 2026 the ministry said in a press release.,0
Government declares every Sunday as national holiday social media users discussed it widely.,0
Prime Minister Narendra Modi inaugurates new AI research center in Bengaluru officials stated earlier today.,1
ISRO successfully tests reusable rocket system the ministry said in a press release.,1
Indian Railways introduces high-speed train on Delhi-Mumbai route the story trended across major platforms.,1
National anthem changed to a new remix version citizens reacted positively to the news.,0
Supreme Court rules in favor of environmental protection measures the announcement created buzz nationwide.,1
India launches new satellite for climate observation citizens reacted positively to the news.,1
Government expands digital payment system in rural areas citizens reacted positively to the news.,1
Government expands digital payment system in rural areas journalists covered the event extensively.,1
Supreme Court allows unlimited holidays for students officials stated earlier today.,0
Prime Minister Narendra Modi inaugurates new AI research center in Bengaluru the announcement created buzz nationwide.,1
Indian Railways introduces high-speed train on Delhi-Mumbai route the story trended across major platforms.,1
India launches new satellite for climate observation officials stated earlier today.,1
Finance Minister announces GDP growth of 7.8 percent for 2025 experts welcomed the development.,1
National anthem changed to a new remix version the story trended across major platforms.,0
Supreme Court rules in favor of environmental protection measures experts welcomed the development.,1
Rupee to be replaced by digital coin ModiCoin experts welcomed the development.,0
Government expands digital payment system in rural areas citizens reacted positively to the news.,1
New Delhi airport renamed to Bollywood International sources confirmed on Friday.,0
Indian Navy commissions new submarine INS Vikrant the story trended across major platforms.,1
Supreme Court allows unlimited holidays for students the ministry said in a press release.,0
Rupee to be replaced by digital coin ModiCoin the ministry said in a press release.,0
New Delhi airport renamed to Bollywood International according to recent reports.,0
Cricketer Virat Kohli scores century in World Cup match the story trended across major platforms.,1
India signs trade agreement with Japan experts welcomed the development.,1
India bans all use of mobile phones in public areas officials stated earlier today.,0
Government expands digital payment system in rural areas journalists covered the event extensively.,1
India introduces cryptocurrency as official currency experts welcomed the development.,0
All exams in India canceled permanently due to AI social media users discussed it widely.,0
Government expands digital payment system in rural areas social media users discussed it widely.,1
New Delhi airport renamed to Bollywood International according to recent reports.,0
Supreme Court allows unlimited holidays for students journalists covered the event extensively.,0
Indian Railways introduces high-speed train on Delhi-Mumbai route the ministry said in a press release.,1
Finance Minister announces GDP growth of 7.8 percent for 2025 officials stated earlier today.,1
Indian Navy commissions new submarine INS Vikrant experts welcomed the development.,1
Government declares every Sunday as national holiday the ministry said in a press release.,0
Indian Navy commissions new submarine INS Vikrant the ministry said in a press release.,1
Indian Navy commissions new submarine INS Vikrant social media users discussed it widely.,1
Rupee to be replaced by digital coin ModiCoin the announcement created buzz nationwide.,0
National anthem changed to a new remix version citizens reacted positively to the news.,0
Rupee to be replaced by digital coin ModiCoin the announcement created buzz nationwide.,0
India launches new satellite for climate observation according to recent reports.,1
India launches new satellite for climate observation social media users discussed it widely.,1
India launches new satellite for climate observation social media users discussed it widely.,1
All exams in India canceled permanently due to AI the announcement created buzz nationwide.,0
New Delhi airport renamed to Bollywood International the ministry said in a press release.,0
Rupee to be replaced by digital coin ModiCoin experts welcomed the development.,0
India signs trade agreement with Japan the story trended across major platforms.,1
Indian Railways introduces high-speed train on Delhi-Mumbai route social media users discussed it widely.,1
Rupee to be replaced by digital coin ModiCoin citizens reacted positively to the news.,0
India introduces cryptocurrency as official currency sources confirmed on Friday.,0
Government expands digital payment system in rural areas the announcement created buzz nationwide.,1
Supreme Court allows unlimited holidays for students according to recent reports.,0
Government expands digital payment system in rural areas the announcement created buzz nationwide.,1
Indian Navy commissions new submarine INS Vikrant the story trended across major platforms.,1
Supreme Court rules in favor of environmental protection measures according to recent reports.,1
ISRO to build space colony on Mars by 2026 officials stated earlier today.,0
Indian Railways introduces high-speed train on Delhi-Mumbai route the story trended across major platforms.,1
India introduces cryptocurrency as official currency officials stated earlier today.,0
ISRO successfully tests reusable rocket system social media users discussed it widely.,1
Rupee to be replaced by digital coin ModiCoin citizens reacted positively to the news.,0
National anthem changed to a new remix version the ministry said in a press release.,0
India introduces cryptocurrency as official currency the story trended across major platforms.,0
ISRO to build space colony on Mars by 2026 sources confirmed on Friday.,0
Indian Railways introduces high-speed train on Delhi-Mumbai route the story trended across major platforms.,1
All exams in India canceled permanently due to AI the announcement created buzz nationwide.,0
New Delhi airport renamed to Bollywood International officials stated earlier today.,0
ISRO successfully tests reusable rocket system the ministry said in a press release.,1
Supreme Court rules in favor of environmental protection measures according to recent reports.,1
Finance Minister announces GDP growth of 7.8 percent for 2025 officials stated earlier today.,1
All exams in India canceled permanently due to AI social media users discussed it widely.,0
Rupee to be replaced by digital coin ModiCoin journalists covered the event extensively.,0
ISRO to build space colony on Mars by 2026 the announcement created buzz nationwide.,0
Supreme Court allows unlimited holidays for students officials stated earlier today.,0
Rupee to be replaced by digital coin ModiCoin experts welcomed the development.,0
Government expands digital payment system in rural areas the story trended across major platforms.,1
All exams in India canceled permanently due to AI journalists covered the event extensively.,0
Finance Minister announces GDP growth of 7.8 percent for 2025 experts welcomed the development.,1
